,index,date,comments
2544,761941,2020-01-20,"Le chauffage est « dangereux », prise électrique à proximité, montage souple, pas assez rassurant en terme de sécurité... Le froid passe à travers les fenêtres, il faudrait trouver une solution pour cela. <br/><br/>Mise à part cela, le logement est petit pour 5 mais fonctionnel, situé à proximité à 5min du métro 110 street Cathedral Parkway et 10min à pied de central Park nord ouest. Il faut compter 15 min de métro pour être à Times Square."
2545,217684,2021-09-13,"Pros: <br/>- Very close to a bus stop that will take you to the subway (less than a block)<br/>- Close to the Bayside LIRR (maybe a mile or so)<br/>- Bed was very comfortable <br/>- Fans were available in every room <br/>- Coffee via a Keurig was available along with dishes, microwave, mini fridge, etc. <br/><br/>Cons:<br/>- Too far from the subway. It was a 30 minute bus ride to the subway station in Flushing then another 30 minutes into Manhattan. <br/>- Tv was very basic cable. Would’ve been nice to have a smartTV so we could have accessed Netflix, Hulu, etc.<br/>- Professional cleaning is needed. The place was surface cleaned but mirrors were streaky, film on the shower, etc. <br/>- A little worn. Could use a new couch and the desk was broken. <br/><br/>Overall it was a good place to sleep for a few nights. Emmanuel was a welcoming host and answered all questions we had."
2546,707354,2019-02-28,Good luck if you are traveling with friends and you want to talk or laugh or listen to music this needs to be a trip for quite business trip only
2547,347786,2021-11-27,"This place is an Airbnb gem.  Exactly as pictured and very spacious.  Both the bed and huge leather sofa are really comfy.  The Bedford train is right outside your door, and there’s a ton of great restaurants, convenience stores, and shops within walking distance.  We didn’t cook because we wanted to eat our way through NYC, but if you did, the kitchen is stocked with pots, pans, knives, and utensils.  If you plan to stay in the Williamsburg area, this place can’t be beat."
2548,756423,2020-01-01,Thank you for accepting us to stay here even it was the same-day reservation and check-in. We had very nice holidays here with your cute cat and doggie.
2549,779754,2020-08-16,"Beautiful place!  The view is amazing, especially at night -  great view of New York.   Artwork was delightful and interesting.  Place was a museum within itself.   Thanks again!"
2550,407427,2020-03-01,"Todo excelente, buena ubicación, limpieza e instrucciones claras."
2551,743079,2021-05-10,"If you are going in group, this place is ok for it because of the size and the number of beds. The kitchen and living room is decent. There’s a whole in the kitchen that I wasn’t aware of it, the towels that are provided have stain and don’t look as clean as they supposed too. As for the WiFi, if your bedroom is at the front of the house then you lucky to have WiFi. If your bedroom is located in the back of the house, then you won’t have no connection.  When booking this place, it says free parking on premises but when I arrived I had to huddle every night to park my rental car. I had to sit out by the window waiting for someone to move their car so my car won’t be staying on the street. When I asked the host if I can park on the side, he told me no and if I do his neighbor will towed my car. Mind you there’s a two car garage in the back and two parking spaces on the side of the house, that had been empty until the day I left.<br/>I paid almost $2000 to stay there so I can attend my auntie funeral. I specifically book this Airbnb because it says it offer WiFi and parking on premise so I can do my work and my sisters can do their zoom classes. And I can park the rental with a peace of mind that nothing will happen to it. <br/>Yes it’s a long review but in my experience I wasn’t happy. And the whole time I was staying there, I never see the host even telling him about all of those problems."
2552,217839,2019-02-02,"We liked the apartment, it has all you need. It is easy to get into the city. It takes about 20 to 30 minutes depends where you are heading. The subway station, a grocery store and restaurants are also very close by.<br/>Very good choice for a city trip to NY!"
2553,806939,2021-05-07,"Great place with great value! Very quiet, very clean! I highly recommend this place!"
2554,697411,2021-11-28,"A very nice and clean host! He can communicate and made our stay as convenient as possible. Also, it was very clean and the location was great. Next time, I will pick the same airbnb."
2555,499376,2019-04-18,"Хороший вариант для того, чтобы провести пару ночей. Метро в двух шагах, поэтому ночью шумят поезда."
2556,485671,2021-03-06,"The room is very clean, the host is very nice and helpful! I recommend this Airbnb! I loved my stay here and stores are so close to this location."
2557,734871,2019-05-20,"Had a lovely stay at Juliette's place! The apartment is beautiful, brightly lit, comfortable, and very clean. Juliette is super friendly and knowledgeable. Extremely convenient location right next to the subway station. Highly recommend."
2558,341133,2019-06-03,The accommodation of Pika can be recommended. Roosvelt Island is perfect for a stay away from Manhattan. The great skyline of Manhattan and the somewhat quieter environment offer relaxation and recreation after the hustle and bustle in Manhattan.<br/>The hosts are very nice and helpful. The accommodation can be recommended. The value for money for New York is great.
2559,794474,2021-09-23,Excellent place easy to get to
2560,720774,2019-11-03,"Michaelle’s apartment was well-stocked with drinks and snacks, and it was spotless. Easy walk from the subway, and Michaelle helped with transportation tips and things to do in the area. Would absolutely stay again!"
2561,887639,2021-10-12,"I stayed at Isa's place for 3 days. The place is located near the metro station, pretty much 6 minutes walking. There are a lot of nice places around and convenience stores. Isa is an awesome host, he is very accomodating, very friendly, very professional, and very nice. He is easy going and his place is well maintained and clean. He was always helpful whenever I ask him any questions about the places or asking him for help. He made me a Turkish tea that is super tasty. If I get back to visit NYC, I will surely stay at his place. <br/>Thanks Isa"
